Address Number,Alpha Name,Contract Number,Fund ,Cst Ctr / Job,Obj Acct,2nd Item Number,Purchase Order Detail Line Number,Extended Price,Amount Received,Amount Open,Amount Vouchered,Voucher Line Number
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$3,571.45 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$8,121.81 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$4,662.86 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$4,012.93 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$10,289.35 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$770.78 ,8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$6,428.38 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$4,616.78 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$2,698.42 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,047.14 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,839.40 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$2,030.37 ",8
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,849.50 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,958.20 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$2,461.78 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$8,062.58 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,400.00 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$21,272.64 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$6,998.76 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,267.08 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$4,427.66 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$6,467.95 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$88.97 ,10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$4,092.35 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$4,556.26 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,418.62 ",10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$235.63 ,10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$568.70 ,10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$239.78 ,10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$556.13 ,10
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,495.04 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$6,288.00 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$480.58 ,3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$4,068.86 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$265.77 ,3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$7,356.35 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$2,281.85 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$1,311.97 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$5,983.93 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$5,048.18 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$111.93 ,3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$5,114.35 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$3,133.77 ",3
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$3,252.52 ",4
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$7,266.55 ",4
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$6,304.35 ",4
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$13,603.37 ",7
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$2,258.24 ",7
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$10,183.81 ",7
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$25,225.23 ",7
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$15,743.00 ",7
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$2,322.78 ",7
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$4,059.31 ",7
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$17,386.76 ",7
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,"$2,094.53 ",9
318906,"M.T.R. LANDSCAPE ARCHITECTS, L.L.C.",48607,,,,,,,,,$88.97 ,9
7273,"DURA-SALES, INC.",48614,40011,  4023910309,56401,1242,1,"$6,384.00 ","$6,384.00 ",$0.00 ,,
7273,"DURA-SALES, INC.",48614,,,,,,,,,"$6,384.00 ",1
319350,"MASSARO CM SERVICES, L.L.C.",48616,40011,  4026737410,53901,1154,2,"$30,814.16 ","$30,814.16 ",$0.00 ,,
319350,"MASSARO CM SERVICES, L.L.C.",48616,40011,  4026737410,53901,1154,1,"$30,814.16 ",$0.00 ,$0.00 ,,
319350,"MASSARO CM SERVICES, L.L.C.",48616,40012,  4026737410,54205,1419,3,"$200,000.00 ","$138,861.09 ",$0.00 ,,
319350,"MASSARO CM SERVICES, L.L.C.",48616,,,,,,,,,"$30,814.16 ",2
319350,"MASSARO CM SERVICES, L.L.C.",48616,,,,,,,,,"$121,893.57 ",3
319350,"MASSARO CM SERVICES, L.L.C.",48616,,,,,,,,,"$16,967.52 ",3
94224,"FRANK J. ZOTTOLA CONSTRUCTION, INC.",48625,29040,  4029400048,53701,1419,1,"$153,094.31 ","$153,094.31 ",$0.00 ,,
94224,"FRANK J. ZOTTOLA CONSTRUCTION, INC.",48625,,,,,,,,,"$153,094.31 ",1
319874,"CH2MHILL, INC.",48649,29040,  0229400013,53901,1154,2,"$19,050.14 ",$0.00 ,$0.00 ,,
319874,"CH2MHILL, INC.",48649,29040,  0229400013,53901,1154,1,"$19,050.14 ",$0.00 ,$0.00 ,,
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,40011,  4067292080,57201,1155,4,"$35,470.42 ",$0.00 ,$0.00 ,,
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,40001,  4067292080,57201,1155,5,"$141,881.68 ","$29,218.46 ",$0.00 ,,
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,40001,  4067292080,57201,1155,6,"$274,554.18 ","$274,554.18 ",$0.00 ,,
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,26010,  4067292080,57201,1155,1,"$274,554.18 ",$0.00 ,$0.00 ,,
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,26010,  4067292080,57201,1155,2,"$35,470.42 ",$0.00 ,$0.00 ,,
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,26010,  4067292080,57201,1155,3,"$141,881.68 ",$0.00 ,$0.00 ,,
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,,,,,,,,,"$29,218.46 ",5
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,,,,,,,,,"$272,983.59 ",6
319880,"GULISEK CONSTRUCTION, L.L.C.",48655,,,,,,,,,"$1,570.59 ",6
302,GOODWILL OF SOUTHWESTERN PENNSYLVANIA,48670,26010,  0906323110,58101,5104,1,"$12,000.00 ","$12,000.00 ",$0.00 ,,
302,GOODWILL OF SOUTHWESTERN PENNSYLVANIA,48670,,,,,,,,,"$3,778.91 ",1
302,GOODWILL OF SOUTHWESTERN PENNSYLVANIA,48670,,,,,,,,,"$3,829.81 ",1
302,GOODWILL OF SOUTHWESTERN PENNSYLVANIA,48670,,,,,,,,,"$4,391.28 ",1
1145,MACKIN ENGINEERING CO.,48683,28065,      410000,57201,1155,4,"$20,000.00 ",$0.00 ,"$20,000.00 ",,
1145,MACKIN ENGINEERING CO.,48683,40012,      410000,54205,1419,5,"$20,384.65 ","$19,734.39 ",$650.26 ,,
1145,MACKIN ENGINEERING CO.,48683,40011,      410000,57201,1155,3,"$32,104.66 ","$32,104.66 ",$0.00 ,,
1145,MACKIN ENGINEERING CO.,48683,11101,      410000,57201,1155,1,"$20,000.00 ",$0.00 ,$0.00 ,,
1145,MACKIN ENGINEERING CO.,48683,40011,  4426739910,57201,1155,2,"$32,772.83 ",$0.00 ,$0.00 ,,
1145,MACKIN ENGINEERING CO.,48683,40012,      410000,54205,1419,6,"$10,759.80 ",$0.00 ,$0.00 ,,
1145,MACKIN ENGINEERING CO.,48683,26010,      410000,58101,5088,7,"$26,802.84 ","$17,398.39 ",$0.00 ,,
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$2,771.12 ",5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,$327.58 ,5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$1,133.22 ",5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$2,775.58 ",5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$2,771.12 ",5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,$327.58 ,5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$4,251.52 ",5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$4,066.35 ",5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,$491.37 ,5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,$818.95 ,5
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$2,568.47 ",3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$2,635.37 ",3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$4,262.76 ",3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$3,394.10 ",3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$1,657.19 ",3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$6,329.79 ",3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$7,521.64 ",3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$2,482.28 ",3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,$478.06 ,3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,$775.00 ,3
1145,MACKIN ENGINEERING CO.,48683,,,,,,,,,"$17,398.39 ",7
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,40001,  4067389040,53901,1154,3,"$268,326.37 ","$267,634.63 ",$691.74 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,26010,  4026738909,54205,1419,7,"$2,861.45 ","$2,408.23 ",$453.22 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,26010,  4026738909,54205,1419,9,"$2,081.05 ","$1,703.67 ",$377.38 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,40012,  4026738909,54205,1419,10,"$22,749.93 ","$16,858.28 ","$5,891.65 ",,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,26010,  4067389040,53901,1154,4,"$14,122.48 ","$10,564.91 ",$0.00 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,26010,  4067389040,53901,1154,1,"$391,362.63 ",$0.00 ,$0.00 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,26010,  4067389040,53901,1154,2,"$20,598.06 ",$0.00 ,$0.00 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,26010,  4026738909,54205,1419,5,"$57,228.89 ","$4,388.17 ",$0.00 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,40001,  4026738909,54205,1419,6,"$54,367.44 ","$54,367.44 ",$0.00 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,40001,  4026738909,54205,1419,8,"$39,540.09 ","$39,540.09 ",$0.00 ,,
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$44,718.09 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$61,474.93 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$43,802.04 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$26,201.93 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$24,535.92 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$23,852.05 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$37,771.78 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$2,228.39 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$3,049.50 ",3
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$2,211.30 ",7
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,$160.50 ,7
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,$36.43 ,7
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$1,703.67 ",9
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$4,187.25 ",10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$1,013.68 ",10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,$675.79 ,10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$1,013.68 ",10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$2,703.16 ",10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$1,013.68 ",10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$4,054.73 ",10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$1,689.47 ",10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,$506.84 ,10
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$2,353.59 ",4
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$3,235.53 ",4
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$1,379.04 ",4
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$2,305.38 ",4
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$1,291.37 ",4
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$1,255.38 ",5
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$3,132.79 ",5
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$50,124.59 ",6
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$4,242.85 ",6
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$9,398.36 ",8
320657,"MCTISH, KUNKEL & ASSOCIATES",48713,,,,,,,,,"$30,141.73 ",8
320783,600 GS PROP LP,48739,11101,      230000,53529,1154,3,"$27,224.40 ","$25,421.14 ","$1,803.26 ",,
320783,600 GS PROP LP,48739,40011,      230000,57501,1154,2,"$12,178.75 ","$12,178.75 ",$0.00 ,,
320783,600 GS PROP LP,48739,11101,      230000,57501,1154,1,"$12,178.75 ",$0.00 ,$0.00 ,,
320783,600 GS PROP LP,48739,,,,,,,,,"$2,268.70 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,268.70 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,268.70 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,268.70 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,325.78 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,336.76 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,336.76 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,336.76 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,336.76 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,336.76 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,336.76 ",3
320783,600 GS PROP LP,48739,,,,,,,,,"$2,015.71 ",2
320783,600 GS PROP LP,48739,,,,,,,,,"$2,015.71 ",2
320783,600 GS PROP LP,48739,,,,,,,,,"$2,015.71 ",2
320783,600 GS PROP LP,48739,,,,,,,,,"$6,131.62 ",2
119,WW GRAINGER INCORPORATED,48768,40011,  4024200009,56401,1242,2,$429.49 ,$429.49 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,6,$393.09 ,$393.09 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40011,  4024200009,56401,1242,1,"$1,656.90 ","$1,656.90 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40011,  4024200009,56401,1242,3,$92.30 ,$92.30 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40011,  4024200009,56401,1242,4,$805.28 ,$805.28 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40011,  4024200009,56401,1242,5,$119.93 ,$119.93 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1419,7,$58.08 ,$58.08 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40011,  4024200009,53701,1242,8,$306.74 ,$306.74 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,56401,1242,9,$667.35 ,$667.35 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,10,"$2,244.00 ","$2,244.00 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,11,"$1,561.50 ","$1,561.50 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1419,12,$489.60 ,$489.60 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,13,$512.00 ,$512.00 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,14,$641.00 ,$641.00 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,15,$756.90 ,$756.90 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,16,"$2,274.00 ","$2,274.00 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,17,"$1,649.89 ","$1,649.89 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,18,$812.70 ,$812.70 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,19,"$1,300.66 ","$1,300.66 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,20,"$3,193.41 ","$3,193.41 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,26010,  4024200009,58101,5083,21,"$1,927.80 ","$1,927.80 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,22,$210.15 ,$210.15 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,40012,  4024200009,53701,1242,23,$322.83 ,$322.83 ,$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,26010,  4024200009,58101,5077,24,"$1,731.56 ","$1,731.56 ",$0.00 ,,
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$429.49 ,2
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$393.09 ,6
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,"$1,656.90 ",1
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$92.30 ,3
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$805.28 ,4
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$119.93 ,5
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$58.08 ,7
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$306.74 ,8
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$667.35 ,9
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,"$2,244.00 ",10
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$722.25 ,11
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$839.25 ,11
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$489.60 ,12
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$512.00 ,13
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$641.00 ,14
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$756.90 ,15
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,"$2,274.00 ",16
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,"$1,649.89 ",17
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$812.70 ,18
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,"$1,300.66 ",19
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,"$3,193.41 ",20
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$321.30 ,21
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$481.95 ,21
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$160.65 ,21
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$160.65 ,21
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$642.60 ,21
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$160.65 ,21
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$210.15 ,22
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,$322.83 ,23
119,WW GRAINGER INCORPORATED,48768,,,,,,,,,"$1,731.56 ",24
664,URBAN REDEVELOPMENT AUTHORITY,48783,26010,  8267288040,53901,1154,1,"$501,000.00 ",$0.00 ,$0.00 ,,
664,URBAN REDEVELOPMENT AUTHORITY,48783,26010,  8267321060,53901,1154,2,"$550,000.00 ",$0.00 ,$0.00 ,,
664,URBAN REDEVELOPMENT AUTHORITY,48783,40011,  8267288040,53901,1154,3,"$501,000.00 ","$501,000.00 ",$0.00 ,,
664,URBAN REDEVELOPMENT AUTHORITY,48783,40011,  8267288040,53901,1154,4,"$550,000.00 ","$550,000.00 ",$0.00 ,,
664,URBAN REDEVELOPMENT AUTHORITY,48783,,,,,,,,,"$51,000.00 ",3
664,URBAN REDEVELOPMENT AUTHORITY,48783,,,,,,,,,"$277,777.78 ",3
664,URBAN REDEVELOPMENT AUTHORITY,48783,,,,,,,,,"$172,222.22 ",3
664,URBAN REDEVELOPMENT AUTHORITY,48783,,,,,,,,,"$50,000.00 ",4
664,URBAN REDEVELOPMENT AUTHORITY,48783,,,,,,,,,"$100,000.00 ",4
664,URBAN REDEVELOPMENT AUTHORITY,48783,,,,,,,,,"$300,000.00 ",4
664,URBAN REDEVELOPMENT AUTHORITY,48783,,,,,,,,,"$100,000.00 ",4
227,GAI CONSULTANTS INC,48785,40011,  1105904050,53901,1156,8,"$25,000.00 ","$8,921.76 ","$16,078.24 ",,
227,GAI CONSULTANTS INC,48785,26010,  1105904050,54205,1419,9,"$6,300.00 ","$6,283.77 ",$16.23 ,,
227,GAI CONSULTANTS INC,48785,40012,  1105904050,54205,1419,11,"$25,000.00 ","$10,803.55 ","$14,196.45 ",,
227,GAI CONSULTANTS INC,48785,40011,  1105904050,53901,1156,5,"$32,299.50 ","$16,096.40 ",$0.00 ,,
227,GAI CONSULTANTS INC,48785,40011,  1105904050,53901,1156,6,"$25,000.00 ","$3,629.97 ",$0.00 ,,
227,GAI CONSULTANTS INC,48785,40001,  1105904050,53901,1156,7,"$20,000.00 ","$20,000.00 ",$0.00 ,,
227,GAI CONSULTANTS INC,48785,26010,  1105904050,53101,1156,1,"$25,000.00 ",$0.00 ,$0.00 ,,
227,GAI CONSULTANTS INC,48785,26010,  4039103060,53901,1156,2,"$32,299.50 ",$0.00 ,$0.00 ,,
227,GAI CONSULTANTS INC,48785,26010,  4039103060,53901,1156,3,"$25,000.00 ",$0.00 ,$0.00 ,,
227,GAI CONSULTANTS INC,48785,26010,  4045000100,53901,1156,4,"$20,000.00 ",$0.00 ,$0.00 ,,
227,GAI CONSULTANTS INC,48785,26010,  1105904050,54205,1419,10,"$3,100.00 ","$3,100.00 ",$0.00 ,,
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$8,921.76 ",8
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$4,832.14 ",9
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$1,451.63 ",9
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$10,803.55 ",11
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$4,747.02 ",5
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$3,169.20 ",5
227,GAI CONSULTANTS INC,48785,,,,,,,,,$11.33 ,5
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$5,579.94 ",5
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$2,588.91 ",5
227,GAI CONSULTANTS INC,48785,,,,,,,,,$271.80 ,6
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$2,915.86 ",6
227,GAI CONSULTANTS INC,48785,,,,,,,,,$442.31 ,6
227,GAI CONSULTANTS INC,48785,,,,,,,,,$485.23 ,7
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$6,083.15 ",7
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$13,431.62 ",7
227,GAI CONSULTANTS INC,48785,,,,,,,,,"$3,100.00 ",10
3919,SABRE EQUIPMENT INC,48787,40011,  2326736909,57201,1155,1,$150.00 ,$0.00 ,$150.00 ,,
3919,SABRE EQUIPMENT INC,48787,40011,  2326736909,56501,556600,2,$165.12 ,$165.12 ,$0.00 ,,
3919,SABRE EQUIPMENT INC,48787,,,,,,,,,$165.12 ,2
1575,"GEORGE HALL COMPANY, INC",48788,40011,  4023910309,56401,1242,1,$784.00 ,$784.00 ,$0.00 ,,
